date,agency,sku,volume,industry_volume,soda_volume,avg_max_temp,price_regular,price_actual,discount,avg_population_2017,avg_yearly_household_income_2017,easter_day,good_friday,new_year,christmas,labor_day,independence_day,revolution_day_memorial,regional_games,beer_capital,music_fest,discount_in_percent
2013-01-01,Agency_01,SKU_01,80.676,492612703,718394219,17.072,1141.5,1033.432731,108.067269,153733,120207,0,0,1,0,0,0,0,0,0,0,9.467128252299606
2013-02-01,Agency_01,SKU_01,98.064,431937346,753938444,19.984,1141.5,1065.417195,76.08280500000001,153733,120207,0,0,0,0,0,0,0,0,0,0,6.665160315374507
2013-03-01,Agency_01,SKU_01,133.704,509281531,892192092,24.6,1179.34582,1101.133633,78.212187,153733,120207,1,1,0,0,0,0,0,0,0,1,6.631828058711396
2013-04-01,Agency_01,SKU_01,147.312,532390389,838099501,27.531999999999996,1226.6875,1138.283357,88.404143,153733,120207,0,0,0,0,0,0,0,0,0,0,7.206737086666328
2013-05-01,Agency_01,SKU_01,175.608,551755254,864420003,29.396,1230.331104,1148.969634,81.36147,153733,120207,0,0,0,0,1,0,0,0,0,0,6.612973510584351
2013-06-01,Agency_01,SKU_01,180.792,531683569,889520921,33.556,1234.8320640000002,1144.291368,90.540696,153733,120207,0,0,0,0,0,0,0,0,0,0,7.332227485793565
2013-07-01,Agency_01,SKU_01,149.796,508376577,869768947,29.372,1234.868827,1157.884598,76.984229,153733,120207,0,0,0,0,0,0,0,0,0,0,6.234202962838255
2013-08-01,Agency_01,SKU_01,161.136,532480057,757916529,29.1,1234.828586,1186.746188,48.082398,153733,120207,0,0,0,0,0,0,0,0,0,0,3.8938520329978825
2013-09-01,Agency_01,SKU_01,147.744,454252482,789624076,26.888,1234.802266,1152.156204,82.646062,153733,120207,0,0,0,0,0,1,0,0,0,0,6.693060441792226
2013-10-01,Agency_01,SKU_01,149.364,480693900,791658684,26.144,1235.169062,1142.945273,92.223789,153733,120207,0,0,0,0,0,0,0,0,1,0,7.466491174145033
2013-11-01,Agency_01,SKU_01,95.364,434960682,806253783,19.45769231,1235.1875,1133.686722,101.500778,153733,120207,0,0,0,0,0,0,1,0,0,0,8.217438890856652
2013-12-01,Agency_01,SKU_01,104.544,424138427,785511080,17.52272727,1235.1875,1059.479533,175.707967,153733,120207,0,0,0,1,0,0,0,0,0,0,14.225206051712796
2014-01-01,Agency_01,SKU_01,100.548,481364863,763723622,19.09230769,1235.1875,995.0062437,240.1812563,153733,120207,0,0,1,0,0,0,0,0,0,0,19.444922839649852
2014-02-01,Agency_01,SKU_01,123.552,425528909,734443953,23.31923077,1235.1875,1111.858392,123.329108,153733,120207,0,0,0,0,0,0,0,0,0,0,9.984646703435711
2014-03-01,Agency_01,SKU_01,125.172,557166363,828278650,23.15,1235.1875,1108.242181,126.945319,153733,120207,0,0,0,0,0,0,0,0,0,1,10.277412862419672
2014-04-01,Agency_01,SKU_01,70.524,514349463,873734739,26.56923077,1235.1875,1109.019047,126.168453,153733,120207,1,1,0,0,0,0,0,0,0,0,10.214518281637403
2014-05-01,Agency_01,SKU_01,21.924,574689995,887472626,29.43076923,1264.2725,1257.19,7.0825,153733,120207,0,0,0,0,1,0,0,0,0,0,0.5602035953483129
2014-06-01,Agency_01,SKU_01,66.744,553838801,865152191,33.39230769,1272.981618,1265.540441,7.441177000000001,153733,120207,0,0,0,0,0,0,0,0,0,0,0.5845470896658305
2014-07-01,Agency_01,SKU_01,89.1,550644737,837253085,30.03076923,1275.48136,1271.486842,3.994518,153733,120207,0,0,0,0,0,0,0,0,0,0,0.3131772933161485
2014-08-01,Agency_01,SKU_01,107.352,522726357,867388593,29.7375,1285.586058,1239.516347,46.069711,153733,120207,0,0,0,0,0,0,0,0,0,0,3.5835571421543837
2014-09-01,Agency_01,SKU_01,100.872,413051813,767383003,28.21666667,1303.6363310000002,1198.774971,104.86136,153733,120207,0,0,0,0,0,1,0,0,0,0,8.043758639310274
2014-10-01,Agency_01,SKU_01,113.292,438831227,790867324,28.08846154,1302.55649,1248.267052,54.289438,153733,120207,0,0,0,0,0,0,0,0,1,0,4.167914283702199
2014-11-01,Agency_01,SKU_01,68.148,484133145,715784335,20.47692308,1301.595553,1241.66266,59.93289300000001,153733,120207,0,0,0,0,0,0,1,1,0,0,4.604571125175012
2014-12-01,Agency_01,SKU_01,75.492,522571730,696401477,19.49615385,1301.676949,1224.7179,76.959049,153733,120207,0,0,0,1,0,0,0,0,0,0,5.912300210825966
2015-01-01,Agency_01,SKU_01,41.58,498567142,762225057,16.73448276,1300.773539,1241.486851,59.286688,153733,120207,0,0,1,0,0,0,0,0,0,0,4.557802432357136
2015-02-01,Agency_01,SKU_01,58.32,417947202,717053984,20.81666667,1302.179167,1240.457176,61.721991,153733,120207,0,0,0,0,0,0,0,0,0,0,4.739900050942836
2015-03-01,Agency_01,SKU_01,87.37200000000001,515468092,871204688,20.31290323,1302.620523,1181.618015,121.002508,153733,120207,0,0,0,0,0,0,0,0,0,1,9.28916026298474
2015-04-01,Agency_01,SKU_01,81.0,503173607,860265890,24.5,1348.404033,1201.805041,146.59899199999998,153733,120207,1,1,0,0,0,0,0,0,0,0,10.87203749115455
2015-05-01,Agency_01,SKU_01,91.908,572293344,927833877,28.14137931,1366.276385,1202.500495,163.77589,153733,120207,0,0,0,0,1,0,0,0,0,0,11.987024865397204
2015-06-01,Agency_01,SKU_01,86.616,549967070,899297932,31.213793100000004,1418.3125,1255.38086,162.93164,153733,120207,0,0,0,0,0,0,0,0,0,0,11.487710924073502
2015-07-01,Agency_01,SKU_01,135.0,573927221,897112934,30.27419355,1428.6553310000002,1281.5562960000002,147.099035,153733,120207,0,0,0,0,0,0,0,0,0,0,10.29632772916871
2015-08-01,Agency_01,SKU_01,97.632,573733505,875384686,30.62333333,1425.95824,1284.224495,141.733745,153733,120207,0,0,0,0,0,0,0,0,0,0,9.939543881733872
2015-09-01,Agency_01,SKU_01,103.464,553979958,742568762,29.46333333,1411.650345,1262.126968,149.523377,153733,120207,0,0,0,0,0,1,0,0,0,0,10.592097223622329
2015-10-01,Agency_01,SKU_01,92.016,544203593,761469815,25.6516129,1458.924161,1197.06593,261.858231,153733,120207,0,0,0,0,0,0,0,0,0,0,17.948721256388872
2015-11-01,Agency_01,SKU_01,54.864,561516727,798860058,23.25,1460.677702,1216.632416,244.045286,153733,120207,0,0,0,0,0,0,1,0,1,0,16.70767518843113
2015-12-01,Agency_01,SKU_01,40.608,568138672,822672453,19.80333333,1474.3610199999998,1275.6260960000002,198.734924,153733,120207,0,0,0,1,0,0,0,0,0,0,13.479393534156245
2016-01-01,Agency_01,SKU_01,55.836000000000006,517389425,787479774,16.73103448,1479.24208,1269.684057,209.558023,153733,120207,0,0,1,0,0,0,0,0,0,0,14.166580699218615
2016-02-01,Agency_01,SKU_01,52.812,532697061,729418593,23.32916667,1478.409679,1271.44279,206.966889,153733,120207,0,0,0,0,0,0,0,0,0,0,13.99929207308714
2016-03-01,Agency_01,SKU_01,88.992,556542731,852685632,25.436,1478.920943,1267.291119,211.629824,153733,120207,1,1,0,0,0,0,0,0,0,0,14.309745561565151
2016-04-01,Agency_01,SKU_01,66.63600000000001,589172265,864686985,27.37083333,1505.730682,1331.532197,174.198485,153733,120207,0,0,0,0,0,0,0,0,0,1,11.569033365822056
2016-05-01,Agency_01,SKU_01,49.14,555318882,953568835,30.35925926,1521.457746,1337.206426,184.25132,153733,120207,0,0,0,0,1,0,0,0,0,0,12.110183176917486
2016-06-01,Agency_01,SKU_01,4.32,538687923,912787084,32.12285185,1492.64375,1295.535938,197.107812,153733,120207,0,0,0,0,0,0,0,0,0,0,13.205281702348604
2016-07-01,Agency_01,SKU_01,54.431999999999995,558020105,938467950,31.24375,1470.199777,1192.165551,278.034226,153733,120207,0,0,0,0,0,0,0,0,0,0,18.911322824938775
2016-08-01,Agency_01,SKU_01,81.432,668934850,930171702,27.69886957,1465.381963,1189.818634,275.563329,153733,120207,0,0,0,0,0,0,0,0,0,0,18.804880635752713
2016-09-01,Agency_01,SKU_01,75.384,615784543,904326556,28.144625,1570.018624,1359.734867,210.283757,153733,120207,0,0,0,0,0,1,0,0,0,0,13.393710990781212
2016-10-01,Agency_01,SKU_01,61.128,629490371,889355958,27.936,1568.092535,1367.609872,200.482663,153733,120207,0,0,0,0,0,0,0,0,0,0,12.785129609714009
2016-11-01,Agency_01,SKU_01,43.74,608313158,883100473,22.94971429,1556.33966,1360.138889,196.200771,153733,120207,0,0,0,0,0,0,1,0,1,0,12.606552158415084
2016-12-01,Agency_01,SKU_01,29.592,622509370,890156001,20.7924041,1572.926095,1356.713276,216.212819,153733,120207,0,0,0,1,0,0,0,0,0,0,13.745898150415009
2017-01-01,Agency_01,SKU_01,40.931999999999995,562154016,845614054,25.82479696,1600.063324,1402.351418,197.711906,153733,120207,0,0,1,0,0,0,0,0,0,0,12.356505085419982
2017-02-01,Agency_01,SKU_01,45.576,530252010,850913048,23.43324882,1620.772215,1407.878999,212.893216,153733,120207,0,0,0,0,0,0,0,0,0,0,13.135295264177516
2017-03-01,Agency_01,SKU_01,47.736,613143990,886129111,26.35735671,1605.027149,1400.583711,204.443438,153733,120207,0,0,0,0,0,0,0,0,0,1,12.737693448199732
2017-04-01,Agency_01,SKU_01,63.72,589969396,940912941,29.24749309,1595.157309,1271.6471390000002,323.51017,153733,120207,1,1,0,0,0,0,0,0,0,0,20.280769061128375
2017-05-01,Agency_01,SKU_01,60.696000000000005,628759461,917412482,31.12969186,1672.635787,1391.237879,281.39790800000003,153733,120207,0,0,0,0,1,0,0,0,0,0,16.823621148553126
2017-06-01,Agency_01,SKU_01,84.24,636846973,928366256,39.05925926,1687.040865,1406.751362,280.28950299999997,153733,120207,0,0,0,0,0,0,0,0,0,0,16.61426873616366
